date,name,value,category
2025-07-31,Microsoft,3961.573605,Hyperscaler
2025-07-31,Amazon,2513.147439,Hyperscaler
2025-07-31,Alphabet,2321.4144897890387,Hyperscaler
2025-07-31,Meta,1949.8368019437232,AI Platform
2025-07-31,Broadcom,1392.512114766742,AI Infra
2025-07-31,TSMC,1253.1633286769768,AI Infra
2025-07-31,Oracle,729.3578193000001,Cloud
2025-07-31,AMD,287.4575871,AI Infra
2025-07-31,IBM,236.62821739898834,Cloud
2025-08-31,NVIDIA,4240.760848247537,AI Infra
2025-08-31,Microsoft,3762.4924647,Hyperscaler
2025-08-31,Alphabet,2575.572480567922,Hyperscaler
2025-08-31,Amazon,2458.2921,Hyperscaler
2025-08-31,Meta,1862.2575062006467,AI Platform
2025-08-31,Broadcom,1410.0074150850573,AI Infra
2025-08-31,TSMC,1197.4084003462197,AI Infra
2025-08-31,Oracle,649.9179717000001,Cloud
2025-08-31,AMD,265.1535783,AI Infra
2025-08-31,IBM,227.59867530902497,Cloud
2025-09-30,NVIDIA,4542.663675887159,AI Infra
2025-09-30,Microsoft,3846.1050585000003,Hyperscaler
2025-09-30,Alphabet,2940.7809404258223,Hyperscaler
2025-09-30,Amazon,2357.061993,Hyperscaler
2025-09-30,Meta,1851.3668165745644,AI Platform
2025-09-30,Broadcom,1564.1936390285866,AI Infra
2025-09-30,TSMC,1448.5389705578714,AI Infra
2025-09-30,Oracle,808.3090716000002,Cloud
2025-09-30,AMD,263.7840339,AI Infra
2025-09-30,IBM,263.74488572505845,Cloud
2025-10-31,NVIDIA,4930.024481350578,AI Infra
2025-10-31,Microsoft,3845.0654702999996,Hyperscaler
2025-10-31,Alphabet,3401.5557080968197,Hyperscaler
2025-10-31,Amazon,2621.677278,Hyperscaler
2025-10-31,Broadcom,1752.5170343249263,AI Infra
2025-10-31,Meta,1634.4857914514544,AI Platform
2025-10-31,TSMC,1558.1816854334247,AI Infra
2025-10-31,Oracle,754.7647749000001,Cloud
2025-10-31,AMD,417.5806092,AI Infra
2025-10-31,IBM,287.34694967656725,Cloud
2025-11-30,NVIDIA,4309.419394533321,AI Infra
2025-11-30,Alphabet,3873.2177766579175,Hyperscaler
2025-11-30,Microsoft,3653.4842163,Hyperscaler
2025-11-30,Amazon,2503.593378,Hyperscaler
2025-11-30,Broadcom,1910.5436900456461,AI Infra
2025-11-30,Meta,1633.4773942638542,AI Platform
2025-11-30,TSMC,1511.918061181299,AI Infra
2025-11-30,Oracle,580.4224755000001,Cloud
2025-11-30,AMD,354.6630873,AI Infra
2025-11-30,IBM,288.4405898675876,Cloud
2025-12-31,NVIDIA,4540.715915708839,AI Infra
2025-12-31,Alphabet,3786.3613095569,Hyperscaler
2025-12-31,Microsoft,3591.1831806,Hyperscaler
2025-12-31,Amazon,2477.829618,Hyperscaler
2025-12-31,Meta,1664.0822489075197,AI Platform
2025-12-31,Broadcom,1640.9548618344209,AI Infra
2025-12-31,TSMC,1576.126992598487,AI Infra
2025-12-31,Oracle,560.1888819000001,Cloud
2025-12-31,AMD,349.1686056,AI Infra
2025-12-31,IBM,276.87791536936334,Cloud
2026-01-31,NVIDIA,4653.442536029117,AI Infra
2026-01-31,Alphabet,4088.7863342818914,Hyperscaler
2026-01-31,Microsoft,3195.1743327,Hyperscaler
2026-01-31,Amazon,2568.86157,Hyperscaler
2026-01-31,Meta,1806.291462288836,AI Platform
2026-01-31,TSMC,1714.4510799083744,AI Infra
2026-01-31,Broadcom,1570.7840096091986,AI Infra
2026-01-31,Oracle,473.0177322000001,Cloud
2026-01-31,AMD,385.9669593,AI Infra
2026-01-31,IBM,286.683287680307,Cloud
2026-02-28,NVIDIA,4695.319379863,AI Infra
2026-02-28,Alphabet,3760.95760748,Hyperscaler
2026-02-28,Microsoft,2888.57007,Hyperscaler
2026-02-28,Amazon,2238.870744,Hyperscaler
2026-02-28,TSMC,2000.6942887060002,AI Infra
2026-02-28,Meta,1611.6708050819998,AI Platform
2026-02-28,Broadcom,1543.2372088369998,AI Infra
2026-02-28,Oracle,420.0195126,Cloud
2026-02-28,AMD,348.6468744,AI Infra
2026-02-28,IBM,214.35347744,Cloud
